GEOID,NAME,state,county,tract,total_population,median_household_income,total_housing_units,pct_white,pct_hs_or_above
51570830300,"Census Tract 8303, Colonial Heights city, Virginia",51,570,830300,2895,61728.0,1124,72.71157167530224,90.625
51660000203,"Census Tract 2.03, Harrisonburg city, Virginia",51,660,000203,1800,61250.0,718,87.83333333333333,85.69892473118279
51003010700,"Census Tract 107, Albemarle County, Virginia",51,003,010700,5629,50120.0,2763,56.422099840113695,93.8421915242332
51003011400,"Census Tract 114, Albemarle County, Virginia",51,003,011400,4521,52407.0,2119,78.69940278699403,83.28502415458937
51003010903,"Census Tract 109.03, Albemarle County, Virginia",51,003,010903,3715,8452.0,30,68.72139973082099,75.0
51059432300,"Census Tract 4323, Fairfax County, Virginia",51,059,432300,5207,143750.0,1732,68.17745342807758,96.49902750764102
51059440300,"Census Tract 4403, Fairfax County, Virginia",51,059,440300,2717,161042.0,955,81.59735001840265,95.63812600969305
51059420700,"Census Tract 4207, Fairfax County, Virginia",51,059,420700,4296,124740.0,1439,75.83798882681563,91.61132471163928
51059451300,"Census Tract 4513, Fairfax County, Virginia",51,059,451300,2477,151705.0,927,79.85466289866774,95.27334851936219
51059422000,"Census Tract 4220, Fairfax County, Virginia",51,059,422000,3621,117708.0,1381,48.301574150787076,93.58310083698684
51059432600,"Census Tract 4326, Fairfax County, Virginia",51,059,432600,4752,154479.0,1565,70.7912457912458,97.03293120313009
51059451400,"Census Tract 4514, Fairfax County, Virginia",51,059,451400,3184,41853.0,1309,52.07286432160804,63.33955223880597
51059460400,"Census Tract 4604, Fairfax County, Virginia",51,059,460400,4845,129750.0,1954,66.76986584107327,96.72382118799754
51059480100,"Census Tract 4801, Fairfax County, Virginia",51,059,480100,4142,250001.0,1509,85.49010140028972,99.58333333333333
51059492300,"Census Tract 4923, Fairfax County, Virginia",51,059,492300,3380,119773.0,1091,69.61538461538461,94.11494252873564
51810046005,"Census Tract 460.05, Virginia Beach city, Virginia",51,810,046005,6850,62656.0,3315,64.13138686131387,91.89739413680782
51059481600,"Census Tract 4816, Fairfax County, Virginia",51,059,481600,3448,218472.0,1115,88.92111368909514,100.0
51081880200,"Census Tract 8802, Greensville County, Virginia",51,081,880200,4573,38321.0,2027,40.62978351191778,70.47683462969225
51093280200,"Census Tract 2802, Isle of Wight County, Virginia",51,093,280200,4231,76515.0,1620,68.35263531080122,86.71974522292993
51093280101,"Census Tract 2801.01, Isle of Wight County, Virginia",51,093,280101,4080,63319.0,1784,64.82843137254902,83.70089593383874
51093280300,"Census Tract 2803, Isle of Wight County, Virginia",51,093,280300,5195,57458.0,2040,74.95668912415785,79.27519818799547
51093280400,"Census Tract 2804, Isle of Wight County, Virginia",51,093,280400,3805,46063.0,1767,78.05519053876479,81.73944424395525
51093280103,"Census Tract 2801.03, Isle of Wight County, Virginia",51,093,280103,7260,81073.0,3083,75.34435261707989,93.38452451269936
51059450300,"Census Tract 4503, Fairfax County, Virginia",51,059,450300,4741,100182.0,1695,55.57899177388737,86.27154520713638
51085320602,"Census Tract 3206.02, Hanover County, Virginia",51,085,320602,3145,50370.0,1339,78.85532591414945,81.92999053926206
51595890200,"Census Tract 8902, Emporia city, Virginia",51,595,890200,2816,28250.0,1287,47.44318181818182,79.69592937714566
51595890100,"Census Tract 8901, Emporia city, Virginia",51,595,890100,2749,26557.0,1159,16.405965805747545,73.49397590361446
51550020100,"Census Tract 201, Chesapeake city, Virginia",51,550,020100,4626,35966.0,2045,14.569822741028968,75.70556826849733
51550020300,"Census Tract 203, Chesapeake city, Virginia",51,550,020300,1572,39118.0,684,37.72264631043257,77.75061124694376
51550020903,"Census Tract 209.03, Chesapeake city, Virginia",51,550,020903,2597,74276.0,957,20.52368117058144,93.33719582850522
51550021009,"Census Tract 210.09, Chesapeake city, Virginia",51,550,021009,4278,103942.0,1426,85.76437587657783,96.36998254799302
51550020805,"Census Tract 208.05, Chesapeake city, Virginia",51,550,020805,5502,66387.0,2362,53.18066157760815,94.69616204690831
51550020806,"Census Tract 208.06, Chesapeake city, Virginia",51,550,020806,7893,68819.0,3835,62.6884581274547,96.78921976376643
51550020807,"Census Tract 208.07, Chesapeake city, Virginia",51,550,020807,7727,72155.0,3198,67.94357447909927,96.8968968968969
51550021005,"Census Tract 210.05, Chesapeake city, Virginia",51,550,021005,5205,91632.0,1555,64.8030739673391,89.74799541809851
51550021200,"Census Tract 212, Chesapeake city, Virginia",51,550,021200,5910,84674.0,1979,83.70558375634518,95.82857142857144
51550020700,"Census Tract 207, Chesapeake city, Virginia",51,550,020700,6188,31489.0,2519,30.09049773755656,83.92769907181241
51550021102,"Census Tract 211.02, Chesapeake city, Virginia",51,550,021102,10675,97560.0,2243,59.9344262295082,81.0214529497806
51550021006,"Census Tract 210.06, Chesapeake city, Virginia",51,550,021006,8110,90625.0,2962,84.03205918618988,95.77570093457945
51550021101,"Census Tract 211.01, Chesapeake city, Virginia",51,550,021101,5163,99302.0,1849,93.93763315901607,96.06974813174646
51550021401,"Census Tract 214.01, Chesapeake city, Virginia",51,550,021401,1916,80513.0,714,65.50104384133611,98.5894580549369
51550021301,"Census Tract 213.01, Chesapeake city, Virginia",51,550,021301,6156,75290.0,2238,65.07472384665367,93.32831703034863
51550021302,"Census Tract 213.02, Chesapeake city, Virginia",51,550,021302,11566,105885.0,3430,59.36365208369359,92.88596622328501
51550020001,"Census Tract 200.01, Chesapeake city, Virginia",51,550,020001,1352,68750.0,653,86.24260355029585,92.38820171265462
51059452200,"Census Tract 4522, Fairfax County, Virginia",51,059,452200,7062,59715.0,2194,48.18748229963183,72.41768155164637
51059452700,"Census Tract 4527, Fairfax County, Virginia",51,059,452700,5584,59667.0,1935,43.24856733524356,84.38864628820961
51059460800,"Census Tract 4608, Fairfax County, Virginia",51,059,460800,3291,159083.0,1131,82.77119416590702,97.2875226039783
51059415800,"Census Tract 4158, Fairfax County, Virginia",51,059,415800,4933,174516.0,1726,86.62071761605515,98.13027744270205
51059421200,"Census Tract 4212, Fairfax County, Virginia",51,059,421200,2015,135250.0,689,88.98263027295286,97.17341482047365
51059431400,"Census Tract 4314, Fairfax County, Virginia",51,059,431400,4716,123625.0,1493,59.881255301102634,93.73210308622335
51059440600,"Census Tract 4406, Fairfax County, Virginia",51,059,440600,3065,99779.0,966,69.03752039151712,93.75639713408394
51059440800,"Census Tract 4408, Fairfax County, Virginia",51,059,440800,6510,154667.0,2190,77.12749615975423,93.73115036622146
51059450200,"Census Tract 4502, Fairfax County, Virginia",51,059,450200,4157,72220.0,1311,55.256194370940584,68.91117478510029
51059450500,"Census Tract 4505, Fairfax County, Virginia",51,059,450500,3302,101319.0,879,61.17504542701393,75.08460236886633
51059460600,"Census Tract 4606, Fairfax County, Virginia",51,059,460600,4190,153831.0,1359,76.56324582338902,95.41637508747375
51059461700,"Census Tract 4617, Fairfax County, Virginia",51,059,461700,7085,103417.0,2419,53.56386732533521,96.69546436285097
51059470100,"Census Tract 4701, Fairfax County, Virginia",51,059,470100,2736,239250.0,972,80.5921052631579,98.2086406743941
51059471000,"Census Tract 4710, Fairfax County, Virginia",51,059,471000,2058,141950.0,897,78.4256559766764,98.7358616101131
51059415700,"Census Tract 4157, Fairfax County, Virginia",51,059,415700,3961,177284.0,1334,90.33072456450391,99.19191919191918
51059420400,"Census Tract 4204, Fairfax County, Virginia",51,059,420400,3310,75271.0,2050,48.91238670694864,90.03410382720728
51059440100,"Census Tract 4401, Fairfax County, Virginia",51,059,440100,7497,124786.0,2768,71.48192610377484,94.50672645739911
51059420800,"Census Tract 4208, Fairfax County, Virginia",51,059,420800,4106,117917.0,1204,62.39649293716513,92.10339943342775
51095080301,"Census Tract 803.01, James City County, Virginia",51,095,080301,8593,62329.0,3635,73.36203886884674,90.00831255195345
51007930200,"Census Tract 9302, Amelia County, Virginia",51,007,930200,5512,58378.0,2459,76.88679245283019,80.94635627530364
51013101401,"Census Tract 1014.01, Arlington County, Virginia",51,013,101401,1407,113816.0,812,79.24662402274343,94.03846153846153
51013101403,"Census Tract 1014.03, Arlington County, Virginia",51,013,101403,5538,103671.0,3977,79.70386421090646,98.41947885519009
51013101404,"Census Tract 1014.04, Arlington County, Virginia",51,013,101404,4972,123295.0,3058,74.19549477071601,100.0
51191010700,"Census Tract 107, Washington County, Virginia",51,191,010700,4614,39704.0,2155,97.87602947550931,82.1986442676098
51191010100,"Census Tract 101, Washington County, Virginia",51,191,010100,6730,51146.0,3130,95.91381872213968,84.8602326055907
51191010300,"Census Tract 103, Washington County, Virginia",51,191,010300,6152,40094.0,3202,98.5370611183355,81.77496038034865
51041100205,"Census Tract 1002.05, Chesterfield County, Virginia",51,041,100205,8322,46270.0,3253,34.450853160298,83.40977068793619
51041100702,"Census Tract 1007.02, Chesterfield County, Virginia",51,041,100702,2103,59167.0,762,59.67665240133143,86.4693446088795
51041100815,"Census Tract 1008.15, Chesterfield County, Virginia",51,041,100815,4022,72147.0,1548,62.555942317255095,93.5385784872672
51041100912,"Census Tract 1009.12, Chesterfield County, Virginia",51,041,100912,6683,90041.0,2567,83.13631602573695,95.26304300371098
51041100300,"Census Tract 1003, Chesterfield County, Virginia",51,041,100300,2459,38278.0,1061,60.67507116714111,67.9902260232132
51041100404,"Census Tract 1004.04, Chesterfield County, Virginia",51,041,100404,2137,26359.0,1044,61.16050538137576,63.25115562403698
51041100406,"Census Tract 1004.06, Chesterfield County, Virginia",51,041,100406,1198,22258.0,608,30.801335559265443,82.96774193548387
51041100701,"Census Tract 1007.01, Chesterfield County, Virginia",51,041,100701,5578,57153.0,2165,44.7830763714593,94.18872266973533
51041100805,"Census Tract 1008.05, Chesterfield County, Virginia",51,041,100805,5514,59732.0,1918,37.7765687341313,83.10899973607813
51041100816,"Census Tract 1008.16, Chesterfield County, Virginia",51,041,100816,4689,66208.0,1722,72.91533375986351,89.89836772405297
51041100907,"Census Tract 1009.07, Chesterfield County, Virginia",51,041,100907,2781,50972.0,1211,81.30169003955412,83.46980552712385
51041100910,"Census Tract 1009.10, Chesterfield County, Virginia",51,041,100910,5512,65607.0,2040,69.53918722786648,85.84382871536525
51041100920,"Census Tract 1009.20, Chesterfield County, Virginia",51,041,100920,1182,54485.0,593,71.48900169204738,98.42995169082126
51041101004,"Census Tract 1010.04, Chesterfield County, Virginia",51,041,101004,4647,92188.0,1679,85.15171078114912,91.37071651090342
51041100405,"Census Tract 1004.05, Chesterfield County, Virginia",51,041,100405,2570,39013.0,858,57.39299610894941,65.5266757865937
51041100703,"Census Tract 1007.03, Chesterfield County, Virginia",51,041,100703,7809,81166.0,2756,81.91829939813037,87.03159441587069
51059491501,"Census Tract 4915.01, Fairfax County, Virginia",51,059,491501,7426,114293.0,2406,30.272017236735792,95.00100786131829
51035080601,"Census Tract 806.01, Carroll County, Virginia",51,035,080601,1967,32250.0,1238,99.08490086426029,74.4119743406985
51035080602,"Census Tract 806.02, Carroll County, Virginia",51,035,080602,4575,35603.0,2593,96.24043715846994,73.5632183908046
51179010403,"Census Tract 104.03, Stafford County, Virginia",51,179,010403,3171,93493.0,1048,77.1050141911069,93.50411710887465
51179010204,"Census Tract 102.04, Stafford County, Virginia",51,179,010204,9334,162880.0,2442,72.26269552174844,88.56913183279744
51179010205,"Census Tract 102.05, Stafford County, Virginia",51,179,010205,6978,125139.0,2091,71.72542275723703,96.79413785207235
51179010502,"Census Tract 105.02, Stafford County, Virginia",51,179,010502,4529,87072.0,1631,82.910134687569,92.83676703645007
51179010103,"Census Tract 101.03, Stafford County, Virginia",51,179,010103,3902,108495.0,1566,73.09072270630446,95.96110695587136
51179010207,"Census Tract 102.07, Stafford County, Virginia",51,179,010207,8378,64472.0,3092,41.91931248507997,90.69584072540903
51680000600,"Census Tract 6, Lynchburg city, Virginia",51,680,000600,3469,23750.0,1487,20.66878062842318,75.31613555892767
51680000400,"Census Tract 4, Lynchburg city, Virginia",51,680,000400,2901,26053.0,1440,37.46983798690107,81.06543138390272
51680001400,"Census Tract 14, Lynchburg city, Virginia",51,680,001400,6884,31538.0,174,82.3794305636258,87.59689922480621
51680000201,"Census Tract 2.01, Lynchburg city, Virginia",51,680,000201,6721,80747.0,2674,88.58800773694391,94.1416615635844
51680001100,"Census Tract 11, Lynchburg city, Virginia",51,680,001100,1695,35395.0,857,22.89085545722714,73.70766488413547
51680000900,"Census Tract 9, Lynchburg city, Virginia",51,680,000900,7181,40675.0,2965,65.3669405375296,87.793542074364
51680000100,"Census Tract 1, Lynchburg city, Virginia",51,680,000100,4480,70321.0,1945,83.83928571428572,94.80836236933798
51680000802,"Census Tract 8.02, Lynchburg city, Virginia",51,680,000802,3041,38553.0,1465,68.99046366326867,88.45776031434185
51680001700,"Census Tract 17, Lynchburg city, Virginia",51,680,001700,4876,64315.0,2307,82.52666119770304,96.60917860274773
51680001800,"Census Tract 18, Lynchburg city, Virginia",51,680,001800,2128,49107.0,1047,80.40413533834587,92.49363867684478
51680000500,"Census Tract 5, Lynchburg city, Virginia",51,680,000500,530,25313.0,409,76.0377358490566,95.46827794561933
51680000801,"Census Tract 8.01, Lynchburg city, Virginia",51,680,000801,2135,37283.0,944,69.46135831381733,82.45462402765773
51680001000,"Census Tract 10, Lynchburg city, Virginia",51,680,001000,3101,40662.0,1483,75.33053853595615,92.61447562776958
51680000300,"Census Tract 3, Lynchburg city, Virginia",51,680,000300,4054,33725.0,1921,59.62012826837692,87.14440043212099
51680000202,"Census Tract 2.02, Lynchburg city, Virginia",51,680,000202,6396,38857.0,3148,59.803001876172615,81.63820836426628
51680001600,"Census Tract 16, Lynchburg city, Virginia",51,680,001600,9195,41004.0,3999,68.83088635127787,91.84412265758091
51680000700,"Census Tract 7, Lynchburg city, Virginia",51,680,000700,3622,27316.0,1577,31.5847598012148,83.9148164929769
51199050206,"Census Tract 502.06, York County, Virginia",51,199,050206,6600,126066.0,2314,81.03030303030303,94.57163087089923
51199050304,"Census Tract 503.04, York County, Virginia",51,199,050304,5132,94081.0,2107,91.46531566640685,95.42483660130719
51199050205,"Census Tract 502.05, York County, Virginia",51,199,050205,4738,112131.0,1701,82.62980160405235,97.57485029940119
51199050203,"Census Tract 502.03, York County, Virginia",51,199,050203,6550,103208.0,2504,71.52671755725191,98.0327868852459
51199050303,"Census Tract 503.03, York County, Virginia",51,199,050303,6191,76823.0,2326,80.68163463091584,91.76836563771236
51199050204,"Census Tract 502.04, York County, Virginia",51,199,050204,6350,55398.0,2209,69.43307086614173,97.7792732166891
51199050401,"Census Tract 504.01, York County, Virginia",51,199,050401,3318,100700.0,1390,85.89511754068717,91.05691056910568
51710001200,"Census Tract 12, Norfolk city, Virginia",51,710,001200,4211,54693.0,1807,61.36309665162669,93.90031369815267
51710003200,"Census Tract 32, Norfolk city, Virginia",51,710,003200,3168,47386.0,1110,18.84469696969697,83.0524795377949
51710003300,"Census Tract 33, Norfolk city, Virginia",51,710,003300,2541,45167.0,1035,15.702479338842975,85.43632075471697
51710004200,"Census Tract 42, Norfolk city, Virginia",51,710,004200,1599,15403.0,612,2.9393370856785492,66.8
51710005800,"Census Tract 58, Norfolk city, Virginia",51,710,005800,4543,33603.0,1891,10.323574730354391,81.8830242510699
51710006100,"Census Tract 61, Norfolk city, Virginia",51,710,006100,7442,43014.0,3182,40.217683418435904,83.8884430176565
51710006607,"Census Tract 66.07, Norfolk city, Virginia",51,710,006607,3127,60726.0,1157,51.07131435881036,87.26872246696036
51710002600,"Census Tract 26, Norfolk city, Virginia",51,710,002600,4989,16205.0,1094,43.615955101222696,96.08040201005025
51710003600,"Census Tract 36, Norfolk city, Virginia",51,710,003600,1637,69583.0,989,82.2846670739157,97.95275590551181
51710004001,"Census Tract 40.01, Norfolk city, Virginia",51,710,004001,1201,93816.0,578,89.09242298084929,96.4622641509434
51710004002,"Census Tract 40.02, Norfolk city, Virginia",51,710,004002,3377,49231.0,2031,79.74533609712763,98.09831359885182
51710004100,"Census Tract 41, Norfolk city, Virginia",51,710,004100,2060,11145.0,772,3.4466019417475726,75.22236340533672
51810045801,"Census Tract 458.01, Virginia Beach city, Virginia",51,810,045801,4627,72250.0,1759,71.81759239247893,91.359192683696
51191011000,"Census Tract 110, Washington County, Virginia",51,191,011000,3482,60966.0,1810,98.24813325674899,86.83905827865689
51191010800,"Census Tract 108, Washington County, Virginia",51,191,010800,3270,43482.0,1582,97.49235474006116,84.80851063829788
51191010200,"Census Tract 102, Washington County, Virginia",51,191,010200,5597,41309.0,2302,97.49865999642667,80.18200202224469
51191010900,"Census Tract 109, Washington County, Virginia",51,191,010900,4369,39274.0,2045,99.47356374456398,83.85171222117499
51139030100,"Census Tract 301, Page County, Virginia",51,139,030100,2516,48875.0,1112,94.79332273449921,81.07951247823564
51139030400,"Census Tract 304, Page County, Virginia",51,139,030400,6553,41557.0,2981,98.031435983519,78.06344598797429
51139030500,"Census Tract 305, Page County, Virginia",51,139,030500,5806,45569.0,2863,96.21081639683086,81.03326256192499
51139030300,"Census Tract 303, Page County, Virginia",51,139,030300,4871,42280.0,2421,97.98809279408745,76.63076002393777
51139030200,"Census Tract 302, Page County, Virginia",51,139,030200,4013,47639.0,2270,89.73336655868428,80.47978968123563
51155210100,"Census Tract 2101, Pulaski County, Virginia",51,155,210100,6905,54750.0,3321,92.17958001448226,90.34676663542643
51155210400,"Census Tract 2104, Pulaski County, Virginia",51,155,210400,5104,47802.0,2603,93.20141065830721,77.70849571317225
51155210300,"Census Tract 2103, Pulaski County, Virginia",51,155,210300,4452,42574.0,2356,89.4429469901168,80.46600702202362
51155210700,"Census Tract 2107, Pulaski County, Virginia",51,155,210700,3608,44105.0,1648,92.84922394678492,86.43933386201428
51059430600,"Census Tract 4306, Fairfax County, Virginia",51,059,430600,7032,92917.0,1794,45.847554038680315,68.04646251319959
51059431500,"Census Tract 4315, Fairfax County, Virginia",51,059,431500,5338,133525.0,2051,74.9531659797677,98.61337683523655
51059431600,"Census Tract 4316, Fairfax County, Virginia",51,059,431600,7922,82705.0,3368,52.3731380964403,89.7117903930131
51059450800,"Census Tract 4508, Fairfax County, Virginia",51,059,450800,3574,88365.0,1188,57.0229434806939,90.70476190476191
51059450900,"Census Tract 4509, Fairfax County, Virginia",51,059,450900,1677,152188.0,601,77.34048896839595,82.71604938271605
51059451000,"Census Tract 4510, Fairfax County, Virginia",51,059,451000,2584,114632.0,911,75.42569659442725,85.70677877036259
51059451200,"Census Tract 4512, Fairfax County, Virginia",51,059,451200,1756,194028.0,654,81.94760820045558,97.31800766283524
51059451800,"Census Tract 4518, Fairfax County, Virginia",51,059,451800,3777,131667.0,1120,63.67487423881387,82.40639767357325
51059460200,"Census Tract 4602, Fairfax County, Virginia",51,059,460200,4282,228026.0,1338,86.1513311536665,96.7525591246029
51059461000,"Census Tract 4610, Fairfax County, Virginia",51,059,461000,2522,143477.0,886,72.6011102299762,96.57960199004975
51059461100,"Census Tract 4611, Fairfax County, Virginia",51,059,461100,7791,130315.0,2731,75.39468617635734,91.50870406189556
51059481500,"Census Tract 4815, Fairfax County, Virginia",51,059,481500,2251,191250.0,815,85.02887605508663,98.65771812080537
51059482400,"Census Tract 4824, Fairfax County, Virginia",51,059,482400,2292,205677.0,781,82.67888307155323,98.33759590792839
51059415900,"Census Tract 4159, Fairfax County, Virginia",51,059,415900,3178,158750.0,1196,79.13782252989301,98.068669527897
51059416100,"Census Tract 4161, Fairfax County, Virginia",51,059,416100,3691,165625.0,1461,86.26388512598211,98.25095057034221
51059420100,"Census Tract 4201, Fairfax County, Virginia",51,059,420100,4006,102714.0,1143,59.61058412381428,85.19031141868511
51059420300,"Census Tract 4203, Fairfax County, Virginia",51,059,420300,6005,128684.0,2161,70.25811823480433,88.73533246414603
51059421400,"Census Tract 4214, Fairfax County, Virginia",51,059,421400,8694,54678.0,2874,38.10674028065332,65.87921508858831
51109950100,"Census Tract 9501, Louisa County, Virginia",51,109,950100,7277,60926.0,4058,77.4082726398241,85.15102188460843
51109950300,"Census Tract 9503, Louisa County, Virginia",51,109,950300,9206,66330.0,4306,87.14968498805126,84.8950410708853
51109950500,"Census Tract 9505, Louisa County, Virginia",51,109,950500,5965,47224.0,2799,82.61525565800503,85.95140726485447
51109950400,"Census Tract 9504, Louisa County, Virginia",51,109,950400,2977,59792.0,1254,63.68827678871347,83.86500231160426
51115951400,"Census Tract 9514, Mathews County, Virginia",51,115,951400,3887,66829.0,2780,87.77977874967841,92.02646239554318
51115951300,"Census Tract 9513, Mathews County, Virginia",51,115,951300,4961,58520.0,2934,84.80145132029833,91.04171998976197
51680001900,"Census Tract 19, Lynchburg city, Virginia",51,680,001900,4341,23929.0,2369,39.87560469937802,84.8210922787194
51700032007,"Census Tract 320.07, Newport News city, Virginia",51,700,032007,3679,66380.0,1391,63.68578418048383,89.24176260420802
51700032126,"Census Tract 321.26, Newport News city, Virginia",51,700,032126,3967,35699.0,1522,69.67481724224855,69.25195043597981
51700032127,"Census Tract 321.27, Newport News city, Virginia",51,700,032127,4210,46564.0,2326,46.270783847980994,99.0298239310097
51700032128,"Census Tract 321.28, Newport News city, Virginia",51,700,032128,3455,48500.0,1988,51.57742402315485,77.15371621621621
51700032129,"Census Tract 321.29, Newport News city, Virginia",51,700,032129,3155,42446.0,1511,43.61331220285262,88.57581967213115
51700032130,"Census Tract 321.30, Newport News city, Virginia",51,700,032130,5182,83350.0,2262,68.91161713624084,97.51271905031092
51059491502,"Census Tract 4915.02, Fairfax County, Virginia",51,059,491502,6747,200000.0,2151,62.11649622054246,98.09501950883636
51059491601,"Census Tract 4916.01, Fairfax County, Virginia",51,059,491601,5164,73950.0,1669,51.58791634391944,92.87270463741052
51059491602,"Census Tract 4916.02, Fairfax County, Virginia",51,059,491602,5716,92781.0,1603,55.68579426172149,86.16910229645094
51059491701,"Census Tract 4917.01, Fairfax County, Virginia",51,059,491701,4088,101589.0,1872,60.12720156555773,96.30492676431425
51059491702,"Census Tract 4917.02, Fairfax County, Virginia",51,059,491702,7581,95452.0,3412,59.26658752143516,96.22758194186765
51059491703,"Census Tract 4917.03, Fairfax County, Virginia",51,059,491703,4753,87000.0,2426,49.04270986745213,98.7091222030981
51059491704,"Census Tract 4917.04, Fairfax County, Virginia",51,059,491704,5395,101518.0,2252,61.00092678405932,97.2980349344978
51059491705,"Census Tract 4917.05, Fairfax County, Virginia",51,059,491705,3378,203889.0,942,38.78034339846062,93.760907504363
51059491801,"Census Tract 4918.01, Fairfax County, Virginia",51,059,491801,2532,84336.0,1107,42.022116903633496,97.42240925828511
51059491802,"Census Tract 4918.02, Fairfax County, Virginia",51,059,491802,2889,115667.0,1170,80.16614745586709,96.16161616161617
51059491803,"Census Tract 4918.03, Fairfax County, Virginia",51,059,491803,6804,97656.0,2692,62.742504409171076,96.47470987519159
51059492201,"Census Tract 4922.01, Fairfax County, Virginia",51,059,492201,2872,202260.0,1002,82.48607242339833,99.11023232822541
51059492202,"Census Tract 4922.02, Fairfax County, Virginia",51,059,492202,6540,182315.0,2211,76.68195718654435,96.54131847725162
51059492203,"Census Tract 4922.03, Fairfax County, Virginia",51,059,492203,4140,202500.0,1264,78.59903381642512,96.962879640045
51059492500,"Census Tract 4925, Fairfax County, Virginia",51,059,492500,4164,180859.0,1428,86.62343900096062,99.207716155701
51061930100,"Census Tract 9301, Fauquier County, Virginia",51,061,930100,5435,65256.0,2746,86.86292548298069,93.53233830845771
51061930203,"Census Tract 9302.03, Fauquier County, Virginia",51,061,930203,2606,103083.0,1306,91.28933231005372,95.11811023622047
51061930204,"Census Tract 9302.04, Fauquier County, Virginia",51,061,930204,3311,104667.0,1445,88.31168831168831,93.4084272006675
51061930207,"Census Tract 9302.07, Fauquier County, Virginia",51,061,930207,1855,108056.0,615,87.6010781671159,94.44444444444444
51061930302,"Census Tract 9303.02, Fauquier County, Virginia",51,061,930302,7743,72500.0,3117,85.2511946274054,93.46829640947288
51061930304,"Census Tract 9303.04, Fauquier County, Virginia",51,061,930304,2566,128068.0,946,93.02416212003118,96.98275862068965
51061930205,"Census Tract 9302.05, Fauquier County, Virginia",51,061,930205,1916,81346.0,747,85.17745302713988,93.96363636363635
51061930206,"Census Tract 9302.06, Fauquier County, Virginia",51,061,930206,2175,106250.0,882,83.44827586206897,91.15264797507788
51061930303,"Census Tract 9303.03, Fauquier County, Virginia",51,061,930303,3509,84102.0,1456,91.99202051866628,90.87509349289455
51061930401,"Census Tract 9304.01, Fauquier County, Virginia",51,061,930401,5626,114130.0,1871,90.65055101315322,91.28871681415929
51061930402,"Census Tract 9304.02, Fauquier County, Virginia",51,061,930402,5597,108385.0,1986,90.72717527246739,93.63256784968684
51061930403,"Census Tract 9304.03, Fauquier County, Virginia",51,061,930403,6976,110813.0,2559,86.56823394495413,89.84760678257136
51061930703,"Census Tract 9307.03, Fauquier County, Virginia",51,061,930703,2749,87083.0,958,87.52273554019644,89.27243759957516
51061930704,"Census Tract 9307.04, Fauquier County, Virginia",51,061,930704,4110,106120.0,1490,85.83941605839416,91.56545209176788
