pnode_name,substation,latitude,longitude,county,zone,pnode_id
SAPONY,SAPONY,36.944781741,-77.47668023,SUSSEX,DOM,34885639
SAPONY,SAPONY,36.944781741,-77.47668023,SUSSEX,DOM,1388614366
CARSON,CARSON,37.085388246,-77.405875843,DINWIDDIE,DOM,35010339
GREENWAY,GREENWAY,39.004050421,-77.479597629,LOUDOUN,DOM,41935445
GREENWAY,GREENWAY,39.004050421,-77.479597629,LOUDOUN,DOM,57967577
GREENWAY,GREENWAY,39.004050421,-77.479597629,LOUDOUN,DOM,83734357
GREENWAY,GREENWAY,39.004050421,-77.479597629,LOUDOUN,DOM,1218907076
ASHBURN,ASHBURN,39.051392273,-77.498370493,LOUDOUN,DOM,34886139
ASHBURN,ASHBURN,39.051392273,-77.498370493,LOUDOUN,DOM,34886141
HCF,HCF,37.297866657,-77.272960798,HOPEWELL,DOM,76427811
HCF,HCF,37.297866657,-77.272960798,HOPEWELL,DOM,76427813
HCF,HCF,37.297866657,-77.272960798,HOPEWELL,DOM,76427815
HCF,HCF,37.297866657,-77.272960798,HOPEWELL,DOM,76427817
STAFFORD,STAFFORD,38.446101589,-77.389197602,STAFFORD,DOM,34886413
STAFFORD,STAFFORD,38.446101589,-77.389197602,STAFFORD,DOM,34886415
CHICKAHOMINY,CHICKAHOMINY,37.437376197,-77.158523288,CHARLES CITY,DOM,35010341
NIVO,NIVO,39.023406385,-77.460500492,LOUDOUN,DOM,93353461
NIVO,NIVO,39.023406385,-77.460500492,LOUDOUN,DOM,93353463
NIVO,NIVO,39.023406385,-77.460500492,LOUDOUN,DOM,1207066638
NIVO,NIVO,39.023406385,-77.460500492,LOUDOUN,DOM,2156113076
HARVELL,HARVELL,37.256496549,-77.372030883,PRINCE GEORGE,DOM,34885395
HARVELL,HARVELL,37.256496549,-77.372030883,PRINCE GEORGE,DOM,34885397
JARRATT,JARRATT,36.820273368,-77.483764922,GREENSVILLE,DOM,34885441
JARRATT,JARRATT,36.820273368,-77.483764922,GREENSVILLE,DOM,34885443
JARRATT,JARRATT,36.820273368,-77.483764922,GREENSVILLE,DOM,34885445
JARRATT,JARRATT,36.820273368,-77.483764922,GREENSVILLE,DOM,34885447
PERTH,PERTH,37.013663019,-79.004023621,HALIFAX,DOM,34885593
PERTH,PERTH,37.013663019,-79.004023621,HALIFAX,DOM,34885595
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34885305
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34885307
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34885309
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34885311
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34887781
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,34887783
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,35010343
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,2156109765
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,2156111770
CLOVER,CLOVER,36.866211432,-78.70654368,HALIFAX,DOM,2156111847
DUMFRIES,DUMFRIES,38.587306183,-77.305935102,PRINCE WILLIAM,DOM,34886229
DUMFRIES,DUMFRIES,38.587306183,-77.305935102,PRINCE WILLIAM,DOM,34886231
DRYBURG,DRYBURG,36.820047042,-78.736009766,HALIFAX,DOM,34885325
DRYBURG,DRYBURG,36.820047042,-78.736009766,HALIFAX,DOM,34885327
BECO,BECO,39.024557667,-77.437132715,LOUDOUN,DOM,57967575
BECO,BECO,39.024557667,-77.437132715,LOUDOUN,DOM,76427739
BECO,BECO,39.024557667,-77.437132715,LOUDOUN,DOM,1183224741
BECO,BECO,39.024557667,-77.437132715,LOUDOUN,DOM,2156109917
BECO,BECO,39.024557667,-77.437132715,LOUDOUN,DOM,2156112355
CREWE,CREWE,37.165045008,-78.130684064,NOTTOWAY,DOM,34885313
SINAI,SINAI,36.743050676,-78.929849666,HALIFAX,DOM,34885657
SINAI,SINAI,36.743050676,-78.929849666,HALIFAX,DOM,2156114031
TYLER,TYLER,37.35109094,-77.395239091,CHESTERFIELD,DOM,34885699
TYLER,TYLER,37.35109094,-77.395239091,CHESTERFIELD,DOM,1075448052
PLEASANT VIEW,PLEASANT VIEW,39.075908171,-77.528822202,LOUDOUN,DOM,35010371
COLONY,COLONY,37.107451683,-76.50412403,NEWPORT NEWS,DOM,34885793
COLONY,COLONY,37.107451683,-76.50412403,NEWPORT NEWS,DOM,34885795
COLONY,COLONY,37.107451683,-76.50412403,NEWPORT NEWS,DOM,34885797
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1207074967
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1207074968
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1248993375
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1248993376
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1248993377
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1248993378
MOSBY,MOSBY,38.894968597,-77.568203064,LOUDOUN,DOM,1356178181
SEAFORD,SEAFORD,37.126578772,-76.440453173,YORK,DOM,34885985
SEAFORD,SEAFORD,37.126578772,-76.440453173,YORK,DOM,34885987
EMPORIA,EMPORIA,36.695860611,-77.5596501,EMPORIA,DOM,34885343
EMPORIA,EMPORIA,36.695860611,-77.5596501,EMPORIA,DOM,48934201
PLAZA,PLAZA,37.498039786,-77.478184381,RICHMOND,DOM,34885599
PLAZA,PLAZA,37.498039786,-77.478184381,RICHMOND,DOM,34885601
PLAZA,PLAZA,37.498039786,-77.478184381,RICHMOND,DOM,34885603
RESTON,RESTON,38.952913591,-77.34561861,FAIRFAX,DOM,34886391
RESTON,RESTON,38.952913591,-77.34561861,FAIRFAX,DOM,34886393
RESTON,RESTON,38.952913591,-77.34561861,FAIRFAX,DOM,34886395
TREGO,TREGO,36.601009502,-77.637196976,GREENSVILLE,DOM,34885681
LOWMOOR,LOWMOOR,37.776528516,-79.891991394,ALLEGHANY,DOM,34887993
LOWMOOR,LOWMOOR,37.776528516,-79.891991394,ALLEGHANY,DOM,40243767
LOWMOOR,LOWMOOR,37.776528516,-79.891991394,ALLEGHANY,DOM,40243769
LOWMOOR,LOWMOOR,37.776528516,-79.891991394,ALLEGHANY,DOM,40243771
LOWMOOR,LOWMOOR,37.776528516,-79.891991394,ALLEGHANY,DOM,40243773
CIA,CIA,38.950446211,-77.148167453,FAIRFAX,DOM,34886175
CIA,CIA,38.950446211,-77.148167453,FAIRFAX,DOM,34886177
CIA,CIA,38.950446211,-77.148167453,FAIRFAX,DOM,34886179
CIA,CIA,38.950446211,-77.148167453,FAIRFAX,DOM,34886181
SURRY,SURRY,37.162020327,-76.694777261,SURRY,DOM,35010355
ACCA,ACCA,37.57993938,-77.47755036,HENRICO,DOM,34885183
ACCA,ACCA,37.57993938,-77.47755036,HENRICO,DOM,34885185
ACCA,ACCA,37.57993938,-77.47755036,HENRICO,DOM,34885187
ACCA,ACCA,37.57993938,-77.47755036,HENRICO,DOM,34885189
ACCA,ACCA,37.57993938,-77.47755036,HENRICO,DOM,34885191
ELMONT,ELMONT,37.6977958,-77.484711467,HANOVER,DOM,35010345
ALLIED,ALLIED,37.338368453,-77.297758113,CHESTERFIELD,DOM,34885193
ALLIED,ALLIED,37.338368453,-77.297758113,CHESTERFIELD,DOM,34885195
ALLIED,ALLIED,37.338368453,-77.297758113,CHESTERFIELD,DOM,34885197
WALNEY,WALNEY,38.893655804,-77.411585226,FAIRFAX,DOM,34886449
WALNEY,WALNEY,38.893655804,-77.411585226,FAIRFAX,DOM,34886451
WALNEY,WALNEY,38.893655804,-77.411585226,FAIRFAX,DOM,1183224922
SULLY,SULLY,38.919772044,-77.428392905,FAIRFAX,DOM,34886429
SULLY,SULLY,38.919772044,-77.428392905,FAIRFAX,DOM,34886431
ALPINE,ALPINE,37.336270183,-77.281096583,CHESTERFIELD,DOM,34885199
ALPINE,ALPINE,37.336270183,-77.281096583,CHESTERFIELD,DOM,34885201
ALPINE,ALPINE,37.336270183,-77.281096583,CHESTERFIELD,DOM,34885203
CLIFTON,CLIFTON,38.781208731,-77.398806763,FAIRFAX,DOM,35010361
CLIFTON,CLIFTON,38.781208731,-77.398806763,FAIRFAX,DOM,1107290216
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,34886221
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,34886223
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,34886225
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,34886227
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,1218907047
DULLES,DULLES,38.945376234,-77.431759545,FAIRFAX,DOM,2156111271
WHEELER,WHEELER,38.753080543,-77.654226516,PRINCE WILLIAM,DOM,1552832691
LYNNHAVN,LYNNHAVEN,36.838375129,-76.075256273,VIRGINIA BEACH,DOM,34885917
LYNNHAVN,LYNNHAVEN,36.838375129,-76.075256273,VIRGINIA BEACH,DOM,34885919
LYNNHAVN,LYNNHAVEN,36.838375129,-76.075256273,VIRGINIA BEACH,DOM,1356163780
LYNNHAVN,LYNNHAVEN,36.838375129,-76.075256273,VIRGINIA BEACH,DOM,1775828314
LYNNHAVN,LYNNHAVEN,36.838375129,-76.075256273,VIRGINIA BEACH,DOM,1775828315
WARRENTN,WARRENTON,38.69742368,-77.767463815,FAUQUIER,DOM,34886459
WARRENTN,WARRENTON,38.69742368,-77.767463815,FAUQUIER,DOM,36181325
WARRENTN,WARRENTON,38.69742368,-77.767463815,FAUQUIER,DOM,44460837
GREENWCH,GREENWICH,36.841765618,-76.174979974,VIRGINIA BEACH,DOM,34885857
REMINGTN,REMINGTON,38.539643524,-77.777219703,FAUQUIER,DOM,34886383
REMINGTN,REMINGTON,38.539643524,-77.777219703,FAUQUIER,DOM,34886385
REMINGTN,REMINGTON,38.539643524,-77.777219703,FAUQUIER,DOM,1388614460
LAKRIDGE,LAKERIDGE,38.692431378,-77.294868486,PRINCE WILLIAM,DOM,34886313
LAKRIDGE,LAKERIDGE,38.692431378,-77.294868486,PRINCE WILLIAM,DOM,34886315
CENTRLIA,CENTRALIA,37.379497547,-77.453444749,CHESTERFIELD,DOM,34885255
CENTRLIA,CENTRALIA,37.379497547,-77.453444749,CHESTERFIELD,DOM,34885257
LGHTFOOT,LIGHTFOOT,37.328230505,-76.757109811,JAMES CITY,DOM,34885905
LGHTFOOT,LIGHTFOOT,37.328230505,-76.757109811,JAMES CITY,DOM,34885907
LGHTFOOT,LIGHTFOOT,37.328230505,-76.757109811,JAMES CITY,DOM,112586037
LGHTFOOT,LIGHTFOOT,37.328230505,-76.757109811,JAMES CITY,DOM,2156112235
LGHTFOOT,LIGHTFOOT,37.328230505,-76.757109811,JAMES CITY,DOM,2156113068
WAKFIELD,WAKEFIELD,36.897902687,-76.897840941,SOUTHAMPTON,DOM,34885705
WAKFIELD,WAKEFIELD,36.897902687,-76.897840941,SOUTHAMPTON,DOM,34885707
FRANCONA,FRANCONIA,38.73904943,-77.193791114,FAIRFAX,DOM,34886241
FRANCONA,FRANCONIA,38.73904943,-77.193791114,FAIRFAX,DOM,34886243
ANNANDAL,ANNANDALE,38.823506477,-77.169013702,FAIRFAX,DOM,34886121
ANNANDAL,ANNANDALE,38.823506477,-77.169013702,FAIRFAX,DOM,34886123
COMORNDP,COMORN DP,38.279942311,-77.204353709,KING GEORGE,DOM,45565869
GREENRUN,GREEN RUN,36.797922865,-76.107284671,VIRGINIA BEACH,DOM,34885853
GREENRUN,GREEN RUN,36.797922865,-76.107284671,VIRGINIA BEACH,DOM,34885855
CLARENDN,CLARENDON,38.884959597,-77.104638936,ARLINGTON,DOM,2041963095
CLARENDN,CLARENDON,38.884959597,-77.104638936,ARLINGTON,DOM,2041963096
COVINGTN,COVINGTON,37.769319968,-79.985999933,COVINGTON,DOM,34886707
COVINGTN,COVINGTON,37.769319968,-79.985999933,COVINGTON,DOM,34886709
FARMVILL,FARMVILLE,37.311421583,-78.393034104,CUMBERLAND,DOM,34885349
FARMVILL,FARMVILLE,37.311421583,-78.393034104,CUMBERLAND,DOM,34885351
FARMVILL,FARMVILLE,37.311421583,-78.393034104,CUMBERLAND,DOM,34885353
FARMVILL,FARMVILLE,37.311421583,-78.393034104,CUMBERLAND,DOM,1439646323
PENDLETN,PENDLETON,36.790386051,-75.998421042,VIRGINIA BEACH,DOM,34885959
PENDLETN,PENDLETON,36.790386051,-75.998421042,VIRGINIA BEACH,DOM,34885961
PENDLETN,PENDLETON,36.790386051,-75.998421042,VIRGINIA BEACH,DOM,2041990671
ALTAVSTA,ALTAVISTA,37.130063731,-79.278442637,CAMPBELL,DOM,1356153835
POLANDRD,POLAND RD,38.917516305,-77.491736285,LOUDOUN,DOM,1552832688
POLANDRD,POLAND RD,38.917516305,-77.491736285,LOUDOUN,DOM,1552832689
POLANDRD,POLAND RD,38.917516305,-77.491736285,LOUDOUN,DOM,2156110848
POLANDRD,POLAND RD,38.917516305,-77.491736285,LOUDOUN,DOM,2156110849
PENINSLA,PENINSULA,37.09145819,-76.388809845,HAMPTON,DOM,34885963
PENINSLA,PENINSULA,37.09145819,-76.388809845,HAMPTON,DOM,34885965
PENINSLA,PENINSULA,37.09145819,-76.388809845,HAMPTON,DOM,34885967
MINEROAD,MINE ROAD,38.250285904,-77.475913984,SPOTSYLVANIA,DOM,34886327
MINEROAD,MINE ROAD,38.250285904,-77.475913984,SPOTSYLVANIA,DOM,34886329
SHELLBNK,SHELLBANK,37.029970915,-76.367087095,HAMPTON,DOM,34885997
SHELLBNK,SHELLBANK,37.029970915,-76.367087095,HAMPTON,DOM,1084384755
SHELLBNK,SHELLBANK,37.029970915,-76.367087095,HAMPTON,DOM,1084384756
KENBRIDG,KENBRIDGE,36.959628202,-78.131723677,LUNENBURG,DOM,34885455
BEAUMEAD,BEAUMEADE,39.02615843,-77.456400897,LOUDOUN,DOM,34886145
BEAUMEAD,BEAUMEADE,39.02615843,-77.456400897,LOUDOUN,DOM,34886147
BEAUMEAD,BEAUMEADE,39.02615843,-77.456400897,LOUDOUN,DOM,45565881
BEAUMEAD,BEAUMEADE,39.02615843,-77.456400897,LOUDOUN,DOM,1356154395
BEAUMEAD,BEAUMEADE,39.02615843,-77.456400897,LOUDOUN,DOM,2156111403
LANDSTWN,LANDSTOWN,36.77130203,-76.0921628,VIRGINIA BEACH,DOM,34885897
LANDSTWN,LANDSTOWN,36.77130203,-76.0921628,VIRGINIA BEACH,DOM,74008665
LANDSTWN,LANDSTOWN,36.77130203,-76.0921628,VIRGINIA BEACH,DOM,1318144917
LANDSTWN,LANDSTOWN,36.77130203,-76.0921628,VIRGINIA BEACH,DOM,1775828311
LANDSTWN,LANDSTOWN,36.77130203,-76.0921628,VIRGINIA BEACH,DOM,1775828312
OAKRIDGE,OAK RIDGE,36.724681149,-76.62220275,SUFFOLK,DOM,34885947
OAKRIDGE,OAK RIDGE,36.724681149,-76.62220275,SUFFOLK,DOM,1305122802
ARLINGTN,ARLINGTON,38.847690823,-77.097826242,ARLINGTON,DOM,34886127
ARLINGTN,ARLINGTON,38.847690823,-77.097826242,ARLINGTON,DOM,34886129
ARLINGTN,ARLINGTON,38.847690823,-77.097826242,ARLINGTON,DOM,34886131
ARLINGTN,ARLINGTON,38.847690823,-77.097826242,ARLINGTON,DOM,34886133
FAIRFELD,FAIRFIELD,37.870506397,-79.306724045,ROCKBRIDGE,DOM,34886761
PEARSON,PEARSONS,37.671245655,-77.379245388,HANOVER,DOM,34885591
HANOVER4,HANOVER,37.740695351,-77.462714791,HANOVER,DOM,34885389
HANOVER4,HANOVER,37.740695351,-77.462714791,HANOVER,DOM,1107282762
HANOVER4,HANOVER,37.740695351,-77.462714791,HANOVER,DOM,2156113242
GRAFTON4,GRAFTON,37.14913923,-76.498499503,YORK,DOM,34885849
BALSTON,BALLSTON,38.884982737,-77.0984868,ARLINGTON,DOM,63381281
NEWROAD,NEW ROAD,38.933913292,-77.625408946,LOUDOUN,DOM,1123172330
HAMILTN,HAMILTON,39.146408448,-77.680399879,LOUDOUN,DOM,83734355
HAMILTN,HAMILTON,39.146408448,-77.680399879,LOUDOUN,DOM,135389817
HAMILTN,HAMILTON,39.146408448,-77.680399879,LOUDOUN,DOM,2156113094
GLASGOW4,GLASGOW,37.624842344,-79.480695163,ROCKBRIDGE,DOM,34886767
GLASGOW4,GLASGOW,37.624842344,-79.480695163,ROCKBRIDGE,DOM,34886769
ROSLYN,ROSSLYN,38.89607909,-77.071536054,ARLINGTON,DOM,34886397
ROSLYN,ROSSLYN,38.89607909,-77.071536054,ARLINGTON,DOM,34886399
ROSLYN,ROSSLYN,38.89607909,-77.071536054,ARLINGTON,DOM,34886401
ROSLYN,ROSSLYN,38.89607909,-77.071536054,ARLINGTON,DOM,34886403
LOUDOUN,LOUDON,38.894131891,-77.564547032,LOUDOUN,DOM,35010365
TRABUE4,TRABUE,37.507266506,-77.628992965,CHESTERFIELD,DOM,34885679
TRABUE4,TRABUE,37.507266506,-77.628992965,CHESTERFIELD,DOM,48934093
DUPONT4,DUPONT,37.453271381,-77.438457764,CHESTERFIELD,DOM,34885331
DUPONT4,DUPONT,37.453271381,-77.438457764,CHESTERFIELD,DOM,34885333
DUPONT4,DUPONT,37.453271381,-77.438457764,CHESTERFIELD,DOM,34885335
GOSHEN4,GOSHEN,37.968344519,-79.509224702,ROCKBRIDGE,DOM,34886775
GOSHEN4,GOSHEN,37.968344519,-79.509224702,ROCKBRIDGE,DOM,34886777
CLARK4,CLARK,38.907182457,-77.271270315,FAIRFAX,DOM,34886187
CLARK4,CLARK,38.907182457,-77.271270315,FAIRFAX,DOM,34886189
