Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat,geometry
River Road,RIVER ROAD,146367,HENRICO,Henrico,23229,SUBSTATION,Substation,IN SERVICE,In service,HENRICO,Henrico,51087,VA,Virginia,USA,37.574427702,-77.575167897,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-04,IMAGERY,2015-04-01,4.0,4,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.57516789702926 37.57442770187282)
Short Pump,SHORT PUMP,146368,HENRICO,Henrico,23233,SUBSTATION,Substation,IN SERVICE,In service,HENRICO,Henrico,51087,VA,Virginia,USA,37.659624253,-77.62363304,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-14,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.62363303967008 37.6596242529759)
Hull Street Road,HULL STREET ROAD,146369,RICHMOND,Richmond,23236,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.444430447,-77.576578061,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-11,IMAGERY,2015-04-01,4.0,4,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.57657806068416 37.444430447046386)
Trabue,TRABUE,146370,MIDLOTHIAN,Midlothian,23113,SUBSTATION,Substation,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.507266506,-77.628992965,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-11,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.62899296537356 37.507266506328484)
Ladysmith,LADYSMITH,146371,WOODFORD,Woodford,22580,SUBSTATION,Substation,IN SERVICE,In service,CAROLINE,Caroline,51033,VA,Virginia,USA,38.046652792,-77.550276365,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-19,IMAGERY,2015-04-01,5.0,5,500.0,500,230.0,230,N,Y,Min 230,POINT (-77.55027636473555 38.04665279182542)
Todds Tavern DP,TODDS TAVERN DP,146372,SPOTSYLVANIA,Spotsylvania,22553,SUBSTATION,Substation,IN SERVICE,In service,SPOTSYLVANIA,Spotsylvania,51177,VA,Virginia,USA,38.247885304,-77.665912622,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-20,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.66591262221633 38.24788530431574)
Ni River DP,NI RIVER DP,146373,SPOTSYLVANIA,Spotsylvania,22553,SUBSTATION,Substation,IN SERVICE,In service,SPOTSYLVANIA,Spotsylvania,51177,VA,Virginia,USA,38.243256459,-77.58614837,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-20,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.58614837036137 38.243256458656575)
Chancellor,CHANCELLOR,146374,FREDERICKSBURG,Fredericksburg,22407,SUBSTATION,Substation,IN SERVICE,In service,SPOTSYLVANIA,Spotsylvania,51177,VA,Virginia,USA,38.262252644,-77.589262375,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-20,IMAGERY,2015-04-01,3.0,3,500.0,500,115.0,115,N,Y,115 to 229,POINT (-77.58926237490388 38.26225264402689)
Bristers,BRISTERS,146375,CATLETT,Catlett,20119,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.563120744,-77.59554124,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-21,IMAGERY,2015-04-01,5.0,5,500.0,500,115.0,115,N,N,115 to 229,POINT (-77.59554124031206 38.56312074423799)
Gainesville,GAINESVILLE,146376,MANASSAS,Manassas,20109,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.790845286,-77.565172073,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-26,IMAGERY,2015-04-01,7.0,7,230.0,230,115.0,115,N,Y,115 to 229,POINT (-77.56517207336827 38.790845286215536)
Mosby,MOSBY,146377,ALDIE,Aldie,20105,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,38.894968597,-77.568203064,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html, https://www.dominionenergy.com/library/domcom/media/about-us/electric-projects/power-line-projects/brambleton-mosby/brambleton-mosby-aerial-map.pdf",2014-08-26,IMAGERY,2019-03-04,15.0,15,500.0,500,115.0,115,Y,N,115 to 229,POINT (-77.56820306369706 38.894968596834595)
New Road,NEW ROAD,146378,ALDIE,Aldie,20105,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,38.933913292,-77.625408946,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.62540894610471 38.933913292092726)
Lovettsville,LOVETTSVILLE,146379,LOVETTSVILLE,Lovettsville,20180,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,39.295431597,-77.632679468,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-09-08,IMAGERY,2015-04-01,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-77.63267946804326 39.29543159680079)
Tap146380,TAP146380,146380,MIDLOTHIAN,Midlothian,23114,TAP,Tap,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.47304075,-77.637198627,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-12,IMAGERY/OTHER,2015-08-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.63719862723465 37.473040749828805)
Tap146381,TAP146381,146381,MIDLOTHIAN,Midlothian,23114,TAP,Tap,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.472480266,-77.636496313,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-12,IMAGERY/OTHER,2019-03-21,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.63649631266743 37.472480266005206)
Tap146382,TAP146382,146382,MIDLOTHIAN,Midlothian,23114,TAP,Tap,IN SERVICE,In service,CHESTERFIELD,Chesterfield,51041,VA,Virginia,USA,37.472518949,-77.63641165,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-12,IMAGERY/OTHER,2015-08-14,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.63641165004516 37.47251894891138)
Tap146384,TAP146384,146384,CATHARPIN,Catharpin,20143,TAP,Tap,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.854724293,-77.567813393,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-26,IMAGERY/OTHER,2017-05-16,3.0,3,115.0,115,115.0,115,N,N,115 to 229,POINT (-77.56781339339143 38.85472429320073)
Sowego DP,SOWEGO DP,146387,CATLETT,Catlett,20119,SUBSTATION,Substation,IN SERVICE,In service,FAUQUIER,Fauquier,51061,VA,Virginia,USA,38.591293483,-77.577790738,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-21,IMAGERY,2014-08-21,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.57779073780871 38.591293483252514)
Stockton,STOCKTON,146388,AXTON,Axton,24054,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.682597397,-79.740493502,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-08,IMAGERY,2015-04-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.74049350157797 36.6825973966615)
Blue Ridge,BLUE RIDGE,146405,BLUE RIDGE,Blue Ridge,24064,SUBSTATION,Substation,IN SERVICE,In service,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.385488306,-79.798395288,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-11,IMAGERY,2015-03-11,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-79.79839528817497 37.385488305893695)
Tap146406,TAP146406,146406,RIDGEWAY,Ridgeway,24148,TAP,Tap,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.628361651,-79.858384553,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.85838455287977 36.62836165075319)
Lowmoor,LOWMOOR,146407,COVINGTON,Covington,24426,SUBSTATION,Substation,IN SERVICE,In service,ALLEGHANY,Alleghany,51005,VA,Virginia,USA,37.776528516,-79.891991394,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-03-11,5.0,5,230.0,230,138.0,138,N,Y,115 to 229,POINT (-79.89199139363461 37.77652851570269)
Ridgeway,RIDGEWAY,146408,RIDGEWAY,Ridgeway,24148,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.586418588,-79.838654196,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-09,IMAGERY,2015-04-01,4.0,4,138.0,138,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.83865419582955 36.58641858789178)
Blaine,BLAINE,146409,ROCKY MOUNT,Rocky Mount,24151,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,37.050677761,-79.865721371,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-05,IMAGERY,2015-03-05,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.8657213713846 37.05067776082455)
Vinton,VINTON,146410,VINTON,Vinton,24179,SUBSTATION,Substation,IN SERVICE,In service,ROANOKE,Roanoke,51161,VA,Virginia,USA,37.268299246,-79.862955055,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.86295505528123 37.2682992460195)
Clifton Forge,CLIFTON FORGE,146411,CLIFTON FORGE,Clifton Forge,24422,SUBSTATION,Substation,IN SERVICE,In service,ALLEGHANY,Alleghany,51005,VA,Virginia,USA,37.812401775,-79.824104896,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-11,IMAGERY,2015-03-11,4.0,4,230.0,230,138.0,138,N,Y,115 to 229,POINT (-79.824104896435 37.812401775324524)
Bonsack,BONSACK,146412,ROANOKE,Roanoke,24019,SUBSTATION,Substation,IN SERVICE,In service,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.333084266,-79.870118642,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-11,IMAGERY,2015-03-11,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.87011864176834 37.33308426585204)
Tap146413,TAP146413,146413,ROANOKE,Roanoke,24019,TAP,Tap,IN SERVICE,In service,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.349501269,-79.872779121,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-11,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-79.87277912105988 37.34950126905971)
Lake Forest,LAKE FOREST,146434,TROUTVILLE,Troutville,24175,SUBSTATION,Substation,IN SERVICE,In service,BOTETOURT,Botetourt,51023,VA,Virginia,USA,37.378384694,-79.84733838,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-11,IMAGERY,2015-03-11,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.84733838036102 37.3783846943225)
Tap146598,TAP146598,146598,PALMYRA,Palmyra,22963,TAP,Tap,IN SERVICE,In service,FLUVANNA,Fluvanna,51065,VA,Virginia,USA,37.879784621,-78.357074287,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.3570742871837 37.87978462101243)
Cunningham,CUNNINGHAM,146599,SCOTTSVILLE,Scottsville,24590,SUBSTATION,Substation,IN SERVICE,In service,FLUVANNA,Fluvanna,51065,VA,Virginia,USA,37.868649657,-78.37414532,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-14,IMAGERY,2015-10-05,4.0,4,500.0,500,500.0,500,Y,Y,Min 230,POINT (-78.37414532017584 37.86864965702315)
Fluvanna P.S.,FLUVANNA P.S.,146600,SCOTTSVILLE,Scottsville,24590,SUBSTATION,Substation,IN SERVICE,In service,FLUVANNA,Fluvanna,51065,VA,Virginia,USA,37.86735761,-78.379427723,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-14,IMAGERY,2015-10-05,3.0,3,500.0,500,500.0,500,Y,Y,Min 230,POINT (-78.37942772306691 37.86735760972083)
Pratt's,PRATT'S,146601,MADISON,Madison,22727,SUBSTATION,Substation,IN SERVICE,In service,MADISON,Madison,51113,VA,Virginia,USA,38.348633517,-78.26861639,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-20,IMAGERY,2015-03-18,3.0,3,115.0,115,-999999.0,Unknown,Y,N,Unknown,POINT (-78.2686163897407 38.34863351715605)
Charlottesville,CHARLOTTESVILLE,146602,CHARLOTTESVILLE,Charlottesville,22901,SUBSTATION,Substation,IN SERVICE,In service,CHARLOTTESVILLE,Charlottesville,51540,VA,Virginia,USA,38.04159285,-78.457822214,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,5.0,5,230.0,230,230.0,230,N,N,Min 230,POINT (-78.45782221389518 38.04159285010375)
Scottsville,SCOTTSVILLE,146603,SCOTTSVILLE,Scottsville,24590,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,37.795468567,-78.509328637,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-78.50932863706637 37.795468566816226)
Edinburg,EDINBURG,146604,EDINBURG,Edinburg,22824,SUBSTATION,Substation,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,38.834046147,-78.536077204,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,2.0,2,138.0,138,115.0,115,Y,Y,115 to 229,POINT (-78.53607720444465 38.834046146909316)
Strasburg,STRASBURG,146605,STRASBURG,Strasburg,22657,SUBSTATION,Substation,IN SERVICE,In service,SHENANDOAH,Shenandoah,51171,VA,Virginia,USA,39.001643364,-78.358713818,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,3.0,3,138.0,138,-999999.0,Unknown,Y,N,Unknown,POINT (-78.35871381768011 39.001643363956326)
Page,PAGE,146606,LURAY,Luray,22835,SUBSTATION,Substation,IN SERVICE,In service,PAGE,Page,51139,VA,Virginia,USA,38.669602296,-78.452053565,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-18,IMAGERY,2015-03-18,4.0,4,138.0,138,-999999.0,Unknown,N,N,Unknown,POINT (-78.45205356461891 38.66960229618898)
North Shenandoah,NORTH SHENANDOAH,146607,SHENANDOAH,Shenandoah,22849,SUBSTATION,Substation,IN SERVICE,In service,PAGE,Page,51139,VA,Virginia,USA,38.526927128,-78.620324004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-18,IMAGERY,2015-03-18,4.0,4,138.0,138,-999999.0,Unknown,N,N,Unknown,POINT (-78.62032400375328 38.52692712791763)
Tap146608,TAP146608,146608,SCOTTSVILLE,Scottsville,24590,TAP,Tap,IN SERVICE,In service,FLUVANNA,Fluvanna,51065,VA,Virginia,USA,37.799176266,-78.368732337,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-15,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.36873233727675 37.79917626574325)
Bear Garden,BEAR GARDEN,146618,NEW CANTON,New Canton,23123,SUBSTATION,Substation,IN SERVICE,In service,BUCKINGHAM,Buckingham,51029,VA,Virginia,USA,37.697089661,-78.284321321,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-15,IMAGERY,2014-08-15,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.28432132144259 37.697089660979216)
Kidds Store,KIDDS STORE,146619,SCOTTSVILLE,Scottsville,24590,SUBSTATION,Substation,IN SERVICE,In service,FLUVANNA,Fluvanna,51065,VA,Virginia,USA,37.799537521,-78.368346619,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-15,IMAGERY,2014-08-15,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.36834661866004 37.79953752086652)
Red Hill,RED HILL,146620,NORTH GARDEN,North Garden,22959,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,37.966764246,-78.626780579,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.62678057928089 37.96676424572776)
Sherwood,SHERWOOD,146621,CHARLOTTESVILLE,Charlottesville,22903,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.021261642,-78.525988487,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.52598848689846 38.021261642312055)
Proffit,PROFFIT,146622,CHARLOTTESVILLE,Charlottesville,22911,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.118575821,-78.415379366,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-17,IMAGERY,2015-03-17,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.4153793661393 38.11857582100557)
Hollymeade,HOLLYMEAD,146623,CHARLOTTESVILLE,Charlottesville,22911,SUBSTATION,Substation,IN SERVICE,In service,ALBEMARLE,Albemarle,51003,VA,Virginia,USA,38.12733997,-78.433773194,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-17,IMAGERY,2015-03-17,1.0,1,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.43377319443846 38.12733997001657)
Ivy Hill,IVY HILL,146690,LYNCHBURG,Lynchburg,24503,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.425753009,-79.290930328,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-03-13,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.29093032765961 37.42575300912078)
Otter River,OTTER RIVER,146691,HURT,Hurt,24563,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.054226831,-79.253056137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-14,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.2530561371656 37.05422683083641)
Altavista,ALTAVISTA,146692,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.130063731,-79.278442637,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,6.0,6,138.0,138,115.0,115,Y,Y,115 to 229,POINT (-79.27844263668928 37.130063730744254)
Otter,OTTER,146693,ALTAVISTA,Altavista,24517,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.142955478,-79.280412612,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-04-01,1.0,1,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.28041261156464 37.142955477815455)
Evington,EVINGTON,146694,EVINGTON,Evington,24550,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.240172357,-79.302009241,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-04-01,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.3020092410755 37.24017235682851)
Skimmer,SKIMMER,146695,BIG ISLAND,Big Island,24526,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.520117213,-79.351642973,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,4.0,4,115.0,115,69.0,69,N,Y,69 to 114,POINT (-79.35164297332334 37.52011721330616)
New London,NEW LONDON,146696,FOREST,Forest,24551,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.329108709,-79.308799583,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,3.0,3,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.30879958295196 37.32910870888065)
Brush Tavern,BRUSH TAVERN,146697,LYNCHBURG,Lynchburg,24502,SUBSTATION,Substation,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.322998121,-79.258710959,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,1.0,1,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.25871095911559 37.32299812124899)
Boonsboro,BOONSBORO,146698,LYNCHBURG,Lynchburg,24503,SUBSTATION,Substation,IN SERVICE,In service,LYNCHBURG,Lynchburg,51680,VA,Virginia,USA,37.432953648,-79.229132186,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.22913218565432 37.432953647651516)
Reusens,REUSENS,146699,LYNCHBURG,Lynchburg,24503,SUBSTATION,Substation,IN SERVICE,In service,LYNCHBURG,Lynchburg,51680,VA,Virginia,USA,37.462221812,-79.189130036,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,10.0,10,138.0,138,-999999.0,Unknown,Y,N,Unknown,POINT (-79.18913003627087 37.46222181211683)
Forest,FOREST,146700,FOREST,Forest,24551,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.363450768,-79.293105545,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-04-01,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.2931055451195 37.36345076788132)
Brookville,BROOKVILLE,146701,LYNCHBURG,Lynchburg,24502,SUBSTATION,Substation,IN SERVICE,In service,LYNCHBURG,Lynchburg,51680,VA,Virginia,USA,37.373639572,-79.204437881,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.20443788117618 37.37363957234551)
Graves Mill,GRAVES MILL,146702,LYNCHBURG,Lynchburg,24502,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.395626307,-79.236196705,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,2.0,2,138.0,138,138.0,138,N,N,115 to 229,POINT (-79.23619670503358 37.39562630711015)
Fairfield,FAIRFIELD,146703,FAIRFIELD,Fairfield,24435,SUBSTATION,Substation,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.870506397,-79.306724045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,1.0,1,115.0,115,115.0,115,N,N,115 to 229,POINT (-79.30672404525093 37.87050639687644)
